XC-ID,scientific name,bird name,Vocalization Type,Author,Page URL
602242,Sylvia atricapilla,Eurasian Blackcap,"call, song",Jack Berteau,https://xeno-canto.org/602242
603669,Sylvia atricapilla,Eurasian Blackcap,"call, song",Jack Berteau,https://xeno-canto.org/603669
635915,Sylvia atricapilla,Eurasian Blackcap,call,Tanguy Loïs,https://xeno-canto.org/635915
638459,Sylvia atricapilla,Eurasian Blackcap,"call, song",Bernard BOUSQUET,https://xeno-canto.org/638459
639386,Sylvia atricapilla,Eurasian Blackcap,call,Nelson Conceição,https://xeno-canto.org/639386
642753,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/642753
642755,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/642755
642774,Sylvia atricapilla,Eurasian Blackcap,"call, song",Peter Boesman,https://xeno-canto.org/642774
643736,Sylvia atricapilla,Eurasian Blackcap,"call, song",Bernard Collet,https://xeno-canto.org/643736
643741,Sylvia atricapilla,Eurasian Blackcap,"call, song",Bernard Collet,https://xeno-canto.org/643741
649220,Sylvia atricapilla,Eurasian Blackcap,call,Marcel Gil Velasco,https://xeno-canto.org/649220
650032,Sylvia atricapilla,Eurasian Blackcap,call,Olivier SWIFT,https://xeno-canto.org/650032
670036,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/670036
671757,Sylvia atricapilla,Eurasian Blackcap,"call, song",Jack Berteau,https://xeno-canto.org/671757
682812,Sylvia atricapilla,Eurasian Blackcap,call,Jean Christophe Pratt,https://xeno-canto.org/682812
685926,Sylvia atricapilla,Eurasian Blackcap,"call, song",W. Agster,https://xeno-canto.org/685926
701366,Sylvia atricapilla,Eurasian Blackcap,"call, song",Nelson Conceição,https://xeno-canto.org/701366
703507,Sylvia atricapilla,Eurasian Blackcap,call,Ricardo Hevia,https://xeno-canto.org/703507
706145,Sylvia atricapilla,Eurasian Blackcap,call,AUDEVARD Aurélien,https://xeno-canto.org/706145
717154,Sylvia atricapilla,Eurasian Blackcap,"call, song, subsong, odd call",Tanguy Loïs,https://xeno-canto.org/717154
717494,Sylvia atricapilla,Eurasian Blackcap,call,Anthony McGeehan,https://xeno-canto.org/717494
722621,Sylvia atricapilla,Eurasian Blackcap,"call, song",Stephan Risch,https://xeno-canto.org/722621
733022,Sylvia atricapilla,Eurasian Blackcap,call,Beatrix Saadi-Varchmin,https://xeno-canto.org/733022
734239,Sylvia atricapilla,Eurasian Blackcap,"call, song",Nelson Conceição,https://xeno-canto.org/734239
740139,Sylvia atricapilla,Eurasian Blackcap,call,Nelson Conceição,https://xeno-canto.org/740139
740246,Sylvia atricapilla,Eurasian Blackcap,call,Bodo Sonnenburg,https://xeno-canto.org/740246
769321,Sylvia atricapilla,Eurasian Blackcap,"call, song",Michel Veldt,https://xeno-canto.org/769321
770429,Sylvia atricapilla,Eurasian Blackcap,call,Michel Veldt,https://xeno-canto.org/770429
775241,Sylvia atricapilla,Eurasian Blackcap,call,Filippo Ceccolini,https://xeno-canto.org/775241
783793,Sylvia atricapilla heineken,Unknown,"call, song",Rubén Barone,https://xeno-canto.org/783793
786407,Sylvia atricapilla,Eurasian Blackcap,call,SonoNatura,https://xeno-canto.org/786407
787179,Sylvia atricapilla,Eurasian Blackcap,call,João Tomás,https://xeno-canto.org/787179
790199,Sylvia atricapilla,Eurasian Blackcap,"call, song",Vladimír Nemček,https://xeno-canto.org/790199
791402,Sylvia atricapilla,Eurasian Blackcap,call,Marcin Urbański,https://xeno-canto.org/791402
792872,Sylvia atricapilla gularis,Unknown,"call, song",Carlos Pereira,https://xeno-canto.org/792872
793447,Sylvia atricapilla,Eurasian Blackcap,call,Johannes Dag Mayer,https://xeno-canto.org/793447
793449,Sylvia atricapilla,Eurasian Blackcap,"call, song",Johannes Dag Mayer,https://xeno-canto.org/793449
794198,Sylvia atricapilla gularis,Unknown,"call, song",Carlos Pereira,https://xeno-canto.org/794198
794208,Sylvia atricapilla gularis,Unknown,"call, song",Carlos Pereira,https://xeno-canto.org/794208
795249,Sylvia atricapilla,Eurasian Blackcap,"call, flight call, nocturnal flight call",Mark Pearson,https://xeno-canto.org/795249
796883,Sylvia atricapilla,Eurasian Blackcap,"call, song",Joachim de Rancourt,https://xeno-canto.org/796883
797208,Sylvia atricapilla atricapilla,Unknown,call,Étienne Leroy,https://xeno-canto.org/797208
799130,Sylvia atricapilla gularis,Unknown,call,Carlos Pereira,https://xeno-canto.org/799130
801341,Sylvia atricapilla,Eurasian Blackcap,"call, song",Grzegorz Lorek,https://xeno-canto.org/801341
815301,Sylvia atricapilla,Eurasian Blackcap,"call, song",steve,https://xeno-canto.org/815301
818821,Sylvia atricapilla,Eurasian Blackcap,"call, song",Grzegorz Lorek,https://xeno-canto.org/818821
819697,Sylvia atricapilla,Eurasian Blackcap,call,Pablo Bolaños Sittler,https://xeno-canto.org/819697
826930,Sylvia atricapilla,Eurasian Blackcap,call,Cyclopithecus,https://xeno-canto.org/826930
829734,Sylvia atricapilla,Eurasian Blackcap,call,João Tomás,https://xeno-canto.org/829734
830443,Sylvia atricapilla,Eurasian Blackcap,call,Pere Josa,https://xeno-canto.org/830443
830582,Sylvia atricapilla,Eurasian Blackcap,"call, song",Jack Berteau,https://xeno-canto.org/830582
903651,Sylvia atricapilla,Eurasian Blackcap,"call, song, wingbeat",Jack Berteau,https://xeno-canto.org/903651
923287,Sylvia atricapilla,Eurasian Blackcap,"call, ""tacc"", juvenile song",Thomas Bergman,https://xeno-canto.org/923287
976253,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, imitation, song, subsong, agitated calls, agitated song",Lars Redetzke,https://xeno-canto.org/976253
983803,Sylvia atricapilla,Eurasian Blackcap,"call, subsong, Plastic song",João Tomás,https://xeno-canto.org/983803
983807,Sylvia atricapilla,Eurasian Blackcap,"call, Plastic song",João Tomás,https://xeno-canto.org/983807
638874,Cyanistes caeruleus,Eurasian Blue Tit,call,Bernard Collet,https://xeno-canto.org/638874
638951,Cyanistes caeruleus,Eurasian Blue Tit,call,Marcin Urbański,https://xeno-canto.org/638951
639291,Cyanistes caeruleus,Eurasian Blue Tit,call,Susanne Kuijpers,https://xeno-canto.org/639291
642431,Cyanistes caeruleus caeruleus,Unknown,call,Albert Noorlander,https://xeno-canto.org/642431
642775,Cyanistes caeruleus,Eurasian Blue Tit,call,Peter Boesman,https://xeno-canto.org/642775
646473,Cyanistes caeruleus,Eurasian Blue Tit,call,Manceau Lionel,https://xeno-canto.org/646473
648999,Cyanistes caeruleus,Eurasian Blue Tit,call,Bernard BOUSQUET,https://xeno-canto.org/648999
651070,Cyanistes caeruleus caeruleus,Unknown,call,Karol Łanocha,https://xeno-canto.org/651070
656324,Cyanistes caeruleus,Eurasian Blue Tit,call,Domagoj Tomičić,https://xeno-canto.org/656324
656654,Cyanistes caeruleus,Eurasian Blue Tit,call,Uku Paal,https://xeno-canto.org/656654
657118,Cyanistes caeruleus,Eurasian Blue Tit,call,Uku Paal,https://xeno-canto.org/657118
666092,Cyanistes caeruleus,Eurasian Blue Tit,call,Uku Paal,https://xeno-canto.org/666092
666940,Cyanistes caeruleus,Eurasian Blue Tit,call,Irish Wildlife Sounds,https://xeno-canto.org/666940
668277,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Filippo Ceccolini,https://xeno-canto.org/668277
672025,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/672025
674475,Cyanistes caeruleus,Eurasian Blue Tit,call,Domagoj Tomičić,https://xeno-canto.org/674475
678325,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/678325
678328,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/678328
678390,Cyanistes caeruleus,Eurasian Blue Tit,call,Jack Berteau,https://xeno-canto.org/678390
678391,Cyanistes caeruleus,Eurasian Blue Tit,call,Jack Berteau,https://xeno-canto.org/678391
678393,Cyanistes caeruleus,Eurasian Blue Tit,call,Jack Berteau,https://xeno-canto.org/678393
678772,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/678772
696773,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Christian Bøggild,https://xeno-canto.org/696773
697510,Cyanistes caeruleus,Eurasian Blue Tit,call,Romuald Mikusek,https://xeno-canto.org/697510
698452,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Giuseppe Speranza,https://xeno-canto.org/698452
699171,Cyanistes caeruleus,Eurasian Blue Tit,call,Paul Kelly,https://xeno-canto.org/699171
699867,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Lars Edenius,https://xeno-canto.org/699867
700285,Cyanistes caeruleus,Eurasian Blue Tit,call,Bodo Sonnenburg,https://xeno-canto.org/700285
704813,Cyanistes caeruleus,Eurasian Blue Tit,call,Alain Malengreau,https://xeno-canto.org/704813
709153,Cyanistes caeruleus,Eurasian Blue Tit,call,Francesco Sottile,https://xeno-canto.org/709153
709155,Cyanistes caeruleus,Eurasian Blue Tit,call,Francesco Sottile,https://xeno-canto.org/709155
709326,Cyanistes caeruleus,Eurasian Blue Tit,call,Jordi Calvet,https://xeno-canto.org/709326
710268,Cyanistes caeruleus,Eurasian Blue Tit,call,Olivier SWIFT,https://xeno-canto.org/710268
711568,Cyanistes caeruleus,Eurasian Blue Tit,call,Cureau Hervé,https://xeno-canto.org/711568
713500,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/713500
715361,Cyanistes caeruleus,Eurasian Blue Tit,call,Hannu Varkki,https://xeno-canto.org/715361
716279,Cyanistes caeruleus,Eurasian Blue Tit,call,David Bissett,https://xeno-canto.org/716279
716304,Cyanistes caeruleus,Eurasian Blue Tit,call,Guy Kirwan,https://xeno-canto.org/716304
716947,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/716947
717666,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Irish Wildlife Sounds,https://xeno-canto.org/717666
722556,Cyanistes caeruleus,Eurasian Blue Tit,call,SonoNatura,https://xeno-canto.org/722556
732164,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Beatrix Saadi-Varchmin,https://xeno-canto.org/732164
770870,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Michel Veldt,https://xeno-canto.org/770870
779535,Cyanistes caeruleus,Eurasian Blue Tit,call,Beatrix Saadi-Varchmin,https://xeno-canto.org/779535
779745,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/779745
780461,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/780461
782705,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/782705
788499,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/788499
788739,Cyanistes caeruleus,Eurasian Blue Tit,call,Jorge Leitão,https://xeno-canto.org/788739
788773,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/788773
790856,Cyanistes caeruleus,Eurasian Blue Tit,call,Lars Edenius,https://xeno-canto.org/790856
795224,Cyanistes caeruleus,Eurasian Blue Tit,call,Dominique Guillerme,https://xeno-canto.org/795224
799593,Cyanistes caeruleus,Eurasian Blue Tit,call,Niels Van Doninck,https://xeno-canto.org/799593
834100,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Michel Veldt,https://xeno-canto.org/834100
843034,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Beatrix Saadi-Varchmin,https://xeno-canto.org/843034
871775,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, only rattles",Jacobo Ramil Millarengo,https://xeno-canto.org/871775
871967,Cyanistes caeruleus,Eurasian Blue Tit,call,Martin Billard,https://xeno-canto.org/871967
883612,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",SonoNatura,https://xeno-canto.org/883612
921234,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, flight call, song",Beatrix Saadi-Varchmin,https://xeno-canto.org/921234
926059,Parus major,Great Tit,call,Johannes Worona,https://xeno-canto.org/926059
928264,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Jarek Matusiak,https://xeno-canto.org/928264
964480,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",Jarek Matusiak,https://xeno-canto.org/964480
972599,Cyanistes caeruleus,Eurasian Blue Tit,call,Francesco Sottile,https://xeno-canto.org/972599
973446,Cyanistes caeruleus,Eurasian Blue Tit,call,Luca Baghino,https://xeno-canto.org/973446
976993,Cyanistes caeruleus,Eurasian Blue Tit,call,David Bissett,https://xeno-canto.org/976993
977090,Cyanistes caeruleus,Eurasian Blue Tit,"call, song",David Bissett,https://xeno-canto.org/977090
113711,Pyrrhula pyrrhula pyrrhula,Unknown,call,Jarek Matusiak,https://xeno-canto.org/113711
113712,Pyrrhula pyrrhula europaea,Unknown,"call, song",Jarek Matusiak,https://xeno-canto.org/113712
113713,Pyrrhula pyrrhula europaea,Unknown,"call, song",Jarek Matusiak,https://xeno-canto.org/113713
113714,Pyrrhula pyrrhula pyrrhula,Unknown,"call, song",Jarek Matusiak,https://xeno-canto.org/113714
113716,Pyrrhula pyrrhula pyrrhula,Unknown,call,Jarek Matusiak,https://xeno-canto.org/113716
113718,Pyrrhula pyrrhula europaea,Unknown,call,Jarek Matusiak,https://xeno-canto.org/113718
113905,Pyrrhula pyrrhula europaea,Unknown,"call, song",Jarek Matusiak,https://xeno-canto.org/113905
127023,Pyrrhula pyrrhula,Eurasian Bullfinch,"call, song, calls, then song-type.",Mats Rellmar,https://xeno-canto.org/127023
167992,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Stein Ø. Nilsen,https://xeno-canto.org/167992
168533,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/168533
180293,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Mats Rellmar,https://xeno-canto.org/180293
201594,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Albert Lastukhin,https://xeno-canto.org/201594
205118,Pyrrhula pyrrhula pyrrhula,Unknown,"call, 1a(new)type calls - social contact used only over short distances: nicola (1959)",Albert Lastukhin,https://xeno-canto.org/205118
205119,Pyrrhula pyrrhula pyrrhula,Unknown,"call, 1a(new)type calls - social contact used only over short distances: nicola (1959)",Albert Lastukhin,https://xeno-canto.org/205119
205120,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/205120
205121,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/205121
205122,Pyrrhula pyrrhula ssp ?,Unknown,call,Albert Lastukhin,https://xeno-canto.org/205122
205133,Pyrrhula pyrrhula ssp ?,Unknown,call,Albert Lastukhin,https://xeno-canto.org/205133
206180,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/206180
206305,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/206305
207483,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/207483
207484,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/207484
207488,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/207488
207583,Pyrrhula pyrrhula ssp ?,Unknown,call,Albert Lastukhin,https://xeno-canto.org/207583
209470,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/209470
209471,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/209471
209472,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/209472
209473,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/209473
210244,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/210244
210246,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/210246
210259,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/210259
211249,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/211249
232825,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/232825
232826,Pyrrhula pyrrhula pyrrhula,Unknown,"call, trumpet",Albert Lastukhin,https://xeno-canto.org/232826
232827,Pyrrhula pyrrhula pyrrhula,Unknown,"call, song, aggressive chasing, trumpet",Albert Lastukhin,https://xeno-canto.org/232827
245995,Pyrrhula pyrrhula pyrrhula,Unknown,call,Jarek Matusiak,https://xeno-canto.org/245995
27698,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Patrik Åberg,https://xeno-canto.org/27698
27699,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Patrik Åberg,https://xeno-canto.org/27699
303360,Pyrrhula pyrrhula pyrrhula,Unknown,call,Jarek Matusiak,https://xeno-canto.org/303360
342629,Pyrrhula pyrrhula ssp,Unknown,call,Albert Lastukhin,https://xeno-canto.org/342629
344545,Pyrrhula pyrrhula rosacea,Unknown,"call, song",Albert Lastukhin & Dmitriy Korobov,https://xeno-canto.org/344545
359490,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/359490
377985,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/377985
42222,Pyrrhula pyrrhula pyrrhula,Unknown,call,Jarek Matusiak,https://xeno-canto.org/42222
42688,Pyrrhula pyrrhula pyrrhula,Unknown,"call, call (long distance)",Jarek Matusiak,https://xeno-canto.org/42688
488142,Pyrrhula pyrrhula,Eurasian Bullfinch,call,Mats Rellmar,https://xeno-canto.org/488142
529793,Pyrrhula pyrrhula europaea,Unknown,"call, wings",Jarek Matusiak,https://xeno-canto.org/529793
546716,Pyrrhula pyrrhula pyrrhula,Unknown,call,Albert Lastukhin,https://xeno-canto.org/546716
603170,Pyrrhula pyrrhula,Eurasian Bullfinch,"call, flight call, wingbeats",Niels Van Doninck,https://xeno-canto.org/603170
